"[0, 1, 0, 0, 0, 0]",35_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[0, 0, 0, 1, 0, 0]",36_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[1, 0, 0, 0, 0, 0]",37_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[0, 0, 0, 1, 0, 0]",38_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[1, 0, 0, 0, 0, 0]",39_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[0, 1, 0, 0, 0, 0]",40_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[0, 0, 1, 0, 0, 0]",41_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[0, 0, 1, 0, 0, 0]",42_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[0, 0, 0, 0, 0, 1]",43_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[0, 0, 0, 1, 0, 0]",44_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[0, 0, 0, 0, 0, 1]",45_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[0, 0, 0, 1, 0, 0]",46_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[1, 0, 0, 0, 0, 0]",47_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[0, 0, 0, 0, 0, 1]",48_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[0, 1, 0, 0, 0, 0]",49_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[0, 0, 0, 0, 0, 1]",50_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[0, 0, 0, 0, 0, 1]",51_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[0, 1, 0, 0, 0, 0]",52_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[0, 0, 0, 0, 1, 0]",53_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[1, 0, 0, 0, 0, 0]",54_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[0, 1, 0, 0, 0, 0]",55_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[0, 1, 0, 0, 0, 0]",56_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[0, 0, 0, 0, 1, 0]",57_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[0, 0, 0, 0, 1, 0]",58_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[0, 0, 1, 0, 0, 0]",59_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[0, 1, 0, 0, 0, 0]",60_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[0, 0, 0, 1, 0, 0]",61_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[0, 1, 0, 0, 0, 0]",62_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[0, 0, 0, 0, 0, 1]",63_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[0, 0, 0, 0, 1, 0]",64_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
"[0, 0, 1, 0, 0, 0]",65_gen.png,"['ai_box', 'ai_cube', 'ai_monkey', 'ai_sphere', 'ai_torus', 'ai_triangle']"
